claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
12602,40,M,1.0,89,35391,0,0,Own,15035,7/28/2015,Tuesday,Parking Lot,0,1.0,43,Phone,1,3580.78,1,Large,15000.0,gray,21124.75497,0
19942,48,F,1.0,75,66113,1,0,Own,20113,2/24/2016,Wednesday,Local,9,0.0,80,Broker,0,0.0,1,Compact,15000.0,silver,45927.96109,0
15858,40,M,1.0,53,84334,1,0,Rent,15053,11/30/2015,Monday,Highway,0,1.0,11,Broker,1,0.0,4,Large,35462.379628022354,white,34261.99511,0
710,68,F,1.0,66,81870,0,1,Rent,15012,9/21/2015,Monday,Local,0,1.0,97,Phone,1,225.82,1,Medium,15000.0,white,19733.7098,0
119,33,F,1.0,76,59629,1,0,Rent,85072,12/18/2016,Sunday,Highway,10,0.0,61,Phone,0,0.0,18,Compact,32869.31823953885,black,14084.99804,0
10215,53,M,1.0,83,48278,1,1,Own,20143,3/30/2015,Monday,Local,0,0.0,9,Broker,1,0.0,1,Medium,18861.18449582957,blue,23566.16901,0
4599,44,M,0.0,86,31729,1,1,Rent,20158,11/10/2016,Thursday,Local,0,0.0,35,Broker,0,5935.25,3,Compact,15000.0,red,41379.78811,1
2043,23,F,1.0,79,95730,1,1,Rent,85031,9/17/2016,Saturday,Local,3,1.0,88,Online,0,3198.67,7,Medium,15000.0,silver,22462.39425,0
7420,35,F,1.0,62,69634,1,1,Rent,80026,3/31/2015,Tuesday,Local,6,0.0,44,Broker,0,5780.15,1,Medium,38627.68207941609,other,9788.593581,1
6131,35,M,1.0,78,54231,0,0,Rent,50025,4/3/2015,Friday,Parking Lot,0,0.0,92,Phone,1,1101.85,1,Compact,61813.09356484115,gray,11665.57779,0
17887,21,M,1.0,73,87398,0,1,Rent,80019,8/22/2015,Saturday,Parking Lot,0,0.0,91,Online,0,0.0,11,Medium,15035.896872697293,red,7159.328820999999,0
318,42,M,1.0,68,43301,1,0,Rent,50049,2/16/2015,Monday,Local,0,1.0,18,Phone,1,4376.6,7,Large,61482.30479167779,silver,19783.63625,0
10567,53,M,1.0,57,43843,1,1,Own,80012,6/1/2015,Monday,Highway,0,0.0,93,Broker,0,0.0,17,Large,39275.91143131669,white,22664.66637,0
5316,47,F,0.0,85,75941,1,0,Rent,20105,2/19/2016,Friday,Highway,10,1.0,50,Broker,1,0.0,1,Medium,26995.28748449441,red,18996.05813,0
25435,62,F,1.0,84,66120,1,1,Rent,80047,10/21/2016,Friday,Local,0,0.0,64,Broker,1,0.0,1,Medium,71171.92048315775,blue,25503.9541,0
14458,35,F,1.0,89,73658,1,1,Rent,50052,4/25/2016,Monday,Highway,0,1.0,1,Broker,1,0.0,1,Compact,15000.0,red,28874.38921,0
13420,54,F,1.0,87,72413,1,1,Own,20135,8/9/2016,Tuesday,Highway,2,1.0,50,Broker,0,5608.47,1,Medium,61524.75641934334,silver,27173.73669,0
12874,60,M,1.0,58,63669,0,0,Own,50056,5/28/2016,Saturday,Local,4,0.0,20,Broker,1,1607.3,1,Medium,15000.0,gray,19279.61649,1
14994,61,F,1.0,57,100397,0,0,Own,15009,9/15/2015,Tuesday,Local,0,0.0,7,Broker,0,9079.08,8,Medium,34402.80546133545,silver,56113.03623,0
21388,29,M,0.0,73,53690,1,1,Rent,80104,11/30/2016,Wednesday,Local,9,0.0,49,Online,1,2440.16,1,Compact,74908.44014275612,black,33477.19052,1
6524,47,M,1.0,91,102707,1,1,Own,20104,1/7/2015,Wednesday,Local,0,0.0,92,Broker,0,3859.15,3,Compact,31681.15086611149,other,38508.5011,0
20658,66,F,1.0,84,64344,1,1,Own,85012,4/18/2015,Saturday,Local,0,0.0,72,Phone,0,148.41,1,Large,58526.50327720546,white,21697.47443,0
5740,35,M,0.0,87,50283,0,0,Own,80030,12/26/2015,Saturday,Local,18,0.0,49,Broker,0,416.59,1,Medium,15000.0,silver,26031.83629,1
27516,49,F,1.0,75,62599,0,0,Rent,85037,9/30/2015,Wednesday,Local,1,0.0,97,Broker,1,3845.62,4,Medium,33302.33917379871,silver,14925.83838,0
14954,50,M,1.0,85,63931,1,1,Own,20137,7/9/2015,Thursday,Parking Lot,0,0.0,50,Broker,0,0.0,1,Medium,15000.0,gray,6051.481979,0
5471,21,M,1.0,65,94709,0,0,Rent,20158,7/9/2016,Saturday,Parking Lot,0,0.0,79,Broker,0,10372.37,17,Large,15000.0,other,32235.18605,0
14337,28,M,1.0,86,118666,1,1,Rent,15015,8/1/2016,Monday,Local,8,0.0,50,Online,0,0.0,1,Compact,25639.02008927785,red,32378.89089,0
16472,51,F,0.0,66,37221,1,0,Own,50011,12/12/2015,Saturday,Parking Lot,0,0.0,84,Broker,0,0.0,1,Medium,15000.0,blue,12234.03599,0
4164,37,M,1.0,44,85664,1,1,Own,20159,3/21/2015,Saturday,Highway,17,1.0,5,Broker,1,0.0,3,Compact,24362.720504963218,red,21320.97516,0
19767,28,M,0.0,73,117178,0,0,Rent,15053,5/5/2015,Tuesday,Local,0,0.0,76,Online,1,2892.22,1,Large,15000.0,red,22538.16264,1
13181,59,M,1.0,65,81682,0,1,Rent,50008,2/12/2016,Friday,Parking Lot,4,1.0,54,Phone,1,0.0,9,Compact,45818.391290044696,black,29657.62856,0
404,64,M,0.0,76,76604,1,0,Rent,80011,3/19/2016,Saturday,Parking Lot,1,0.0,0,Broker,1,0.0,1,Large,58422.59169026181,white,27897.88962,0
4912,44,M,1.0,79,119600,1,0,Rent,80014,6/16/2016,Thursday,Parking Lot,4,0.0,0,Broker,1,0.0,1,Large,29608.577257067416,blue,6584.781387,0
11423,30,M,1.0,94,115854,1,0,Own,15056,3/22/2015,Sunday,Highway,0,0.0,96,Broker,0,0.0,1,Compact,15000.0,gray,27594.12967,0
9366,31,M,1.0,71,123824,0,0,Own,80025,12/1/2016,Thursday,Local,24,0.0,99,Phone,1,0.0,5,Large,41645.30118021224,black,27467.55581,1
25202,34,F,1.0,75,121835,1,0,Own,80035,12/30/2015,Wednesday,Local,6,0.0,67,Phone,0,0.0,1,Medium,76046.8762969778,silver,12670.44823,0
6379,58,M,1.0,88,114725,0,1,Rent,50021,8/16/2015,Sunday,Local,5,0.0,100,Broker,1,3979.21,1,Compact,15000.0,blue,36008.18248,1
18626,40,M,0.0,44,66137,1,0,Own,80012,1/15/2015,Thursday,Local,14,0.0,55,Broker,0,950.59,3,Medium,76437.19965863918,silver,33041.194489999994,0
25341,48,F,0.0,88,40142,1,1,Own,20165,7/21/2015,Tuesday,Highway,0,0.0,85,Phone,0,8598.22,9,Large,112420.6442856594,white,12627.87576,1
14745,31,M,1.0,89,56434,0,0,Own,50020,11/1/2015,Sunday,Parking Lot,10,0.0,0,Broker,1,0.0,1,Medium,15000.0,gray,17079.56281,0
3540,29,M,0.0,84,115784,1,1,Rent,20153,7/25/2016,Monday,Highway,0,0.0,73,Online,0,0.0,7,Large,67616.76737318937,red,10954.13439,0
6311,38,F,1.0,64,76125,1,0,Rent,50013,7/9/2015,Thursday,Local,0,0.0,92,Broker,1,0.0,1,Large,15000.0,black,21336.63679,1
9220,33,M,0.0,79,50027,1,0,Rent,85060,10/3/2015,Saturday,Local,11,0.0,19,Broker,1,0.0,1,Large,71560.69936969802,silver,12008.81226,0
5518,39,F,1.0,57,118488,1,0,Own,85027,1/31/2015,Saturday,Local,10,1.0,14,Phone,1,4752.78,8,Large,42738.52739769231,red,10180.87624,0
18821,49,F,1.0,71,66750,1,0,Rent,20149,11/27/2016,Sunday,Local,4,1.0,20,Phone,1,6206.15,1,Compact,19548.70073785337,blue,25083.54575,0
21074,28,M,1.0,77,115850,1,1,Rent,80015,3/7/2015,Saturday,Local,8,0.0,52,Online,0,0.0,1,Medium,20476.789704400224,silver,19440.79572,0
2595,59,F,1.0,33,64631,0,1,Own,85083,10/20/2016,Thursday,Local,0,0.0,9,Broker,1,0.0,1,Medium,15000.0,blue,35726.11488,0
28477,27,M,1.0,48,54076,1,1,Rent,50051,9/21/2016,Wednesday,Local,3,0.0,49,Online,1,1428.69,1,Large,27900.852206165884,blue,37246.1927,0
22126,35,F,1.0,67,104157,1,0,Own,80014,7/7/2015,Tuesday,Parking Lot,0,0.0,51,Phone,0,8449.68,5,Large,41545.695518270295,other,33569.71889,0
23918,51,M,1.0,83,40962,1,1,Rent,20115,3/6/2015,Friday,Parking Lot,10,0.0,59,Broker,1,5805.1,1,Compact,15000.0,other,49092.76633,0
24102,48,M,0.0,78,38200,1,0,Rent,15046,4/29/2016,Friday,Local,6,0.0,62,Phone,1,0.0,1,Large,63131.12443210818,silver,9482.157188,0
6655,95,F,1.0,43,110079,0,1,Rent,85028,9/22/2016,Thursday,Parking Lot,0,0.0,94,Broker,1,6779.9,3,Compact,26938.75525205272,red,16101.2122,1
14267,53,F,1.0,43,73287,0,1,Own,80014,3/22/2015,Sunday,Local,0,0.0,50,Broker,1,0.0,1,Compact,15000.0,white,12388.18529,0
15868,38,F,1.0,85,99824,1,0,Rent,15059,6/21/2015,Sunday,Local,23,0.0,11,Phone,1,0.0,2,Medium,15000.0,gray,17943.53596,0
17810,42,M,1.0,71,73977,0,0,Own,80106,7/14/2015,Tuesday,Local,0,0.0,30,Broker,0,0.0,1,Medium,65021.82958381746,white,16097.14944,1
21412,26,F,0.0,87,104512,1,0,Rent,85077,1/7/2016,Thursday,Highway,0,0.0,51,Online,1,0.0,1,Compact,15000.0,other,17836.181940000002,0
29800,34,M,1.0,91,51945,1,1,Own,15010,8/26/2015,Wednesday,Parking Lot,0,1.0,97,Broker,0,7618.32,2,Medium,15000.0,other,15845.6232,0
23515,62,M,1.0,80,101596,1,1,Own,50031,1/12/2016,Tuesday,Highway,3,0.0,0,Broker,1,3485.84,2,Medium,57892.68279921501,gray,17680.76168,0
1503,52,M,0.0,55,93834,1,1,Rent,85068,8/21/2016,Sunday,Local,0,1.0,25,Phone,1,0.0,5,Large,15000.0,blue,5591.2875890000005,0
27809,66,F,1.0,88,85488,1,0,Own,20104,12/14/2016,Wednesday,Local,10,1.0,22,Phone,0,24.88,2,Medium,42631.77661924907,red,14487.847630000002,0
679,47,M,1.0,81,105964,1,0,Rent,15038,1/29/2015,Thursday,Local,0,1.0,50,Phone,0,0.0,1,Large,15000.0,other,35830.51049,0
25928,49,M,0.0,48,61800,0,1,Own,50025,7/23/2015,Thursday,Parking Lot,0,0.0,80,Broker,1,2644.46,1,Medium,15000.0,blue,12847.62902,1
5852,56,M,0.0,81,53242,1,0,Own,85083,1/1/2015,Thursday,Highway,10,1.0,5,Broker,0,0.0,7,Compact,16663.588270477623,white,12650.03458,0
7195,63,F,1.0,67,46866,0,0,Own,15021,6/16/2015,Tuesday,Highway,0,0.0,60,Broker,0,0.0,4,Compact,20670.63672210457,red,10744.13187,0
16302,60,F,1.0,59,57365,1,0,Own,50055,9/25/2016,Sunday,Local,4,0.0,81,Phone,0,0.0,1,Compact,21066.10199025204,red,11104.98161,0
10096,45,F,0.0,86,55561,1,0,Own,80042,7/1/2015,Wednesday,Local,2,0.0,69,Broker,1,0.0,3,Large,46589.57196215923,other,28873.4335,0
2940,66,F,1.0,82,59587,1,1,Own,50025,3/5/2016,Saturday,Local,4,1.0,64,Broker,0,2483.51,1,Compact,75386.07547299861,blue,19320.57762,0
12391,43,F,1.0,51,79734,1,0,Own,50008,10/14/2015,Wednesday,Parking Lot,0,0.0,97,Phone,0,0.0,1,Large,23421.02971122333,red,10603.17895,0
21438,53,F,1.0,66,58436,1,1,Own,85009,12/16/2015,Wednesday,Parking Lot,0,0.0,67,Phone,1,0.0,6,Compact,22552.741302471804,red,13019.85677,0
1851,47,M,1.0,87,102860,0,1,Rent,20139,4/14/2016,Thursday,Local,17,1.0,83,Broker,1,10722.59,12,Compact,15000.0,blue,9104.219925,0
1071,42,M,1.0,57,53922,0,1,Own,80014,3/29/2015,Sunday,Local,0,0.0,0,Broker,0,0.0,1,Medium,15000.0,red,20813.82965,0
17930,57,F,0.0,76,92295,1,1,Own,80023,12/15/2015,Tuesday,Local,5,0.0,18,Broker,0,0.0,8,Medium,64897.52897494515,red,28019.55028,0
6785,47,F,1.0,94,60677,0,0,Own,15021,4/21/2015,Tuesday,Highway,0,0.0,2,Broker,1,363.7,2,Compact,15000.0,blue,31940.75245,0
14445,54,F,1.0,92,98353,1,0,Own,15044,9/18/2016,Sunday,Parking Lot,0,0.0,99,Broker,1,6082.87,20,Compact,16403.60177254493,white,15632.41321,0
10673,55,F,1.0,66,74410,1,1,Rent,20165,4/19/2016,Tuesday,Local,0,0.0,0,Phone,1,1685.23,3,Large,15000.0,other,30044.01215,1
27363,49,F,1.0,74,84615,1,1,Own,50023,7/16/2016,Saturday,Highway,0,1.0,76,Online,1,0.0,6,Large,35396.36164902182,silver,9926.626953,0
3393,46,M,0.0,87,71858,0,1,Rent,85006,11/1/2015,Sunday,Highway,1,0.0,50,Broker,1,0.0,1,Compact,50690.26001224421,black,32827.41714,1
17484,41,F,1.0,83,114552,1,0,Own,80018,2/26/2015,Thursday,Local,11,0.0,39,Broker,1,3730.62,6,Compact,16414.134041365684,white,34717.95172,0
29182,39,M,1.0,36,112815,1,1,Rent,15053,7/7/2016,Thursday,Parking Lot,0,0.0,2,Broker,1,0.0,1,Compact,29905.761761255824,gray,29964.59217,0
16803,36,M,0.0,65,36223,1,1,Own,20120,8/23/2016,Tuesday,Highway,0,0.0,71,Phone,1,0.0,1,Medium,15000.0,other,24837.47665,1
23830,45,F,0.0,50,88830,0,0,Rent,80014,1/28/2016,Thursday,Parking Lot,0,0.0,98,Phone,1,0.0,4,Medium,15000.0,blue,9150.880333,0
25608,57,M,1.0,73,96604,1,1,Rent,15019,6/19/2015,Friday,Local,0,0.0,99,Broker,0,2620.14,1,Compact,15000.0,red,36650.47013,0
10140,34,F,1.0,85,91921,1,0,Rent,85072,3/30/2016,Wednesday,Local,13,0.0,49,Broker,1,0.0,1,Large,70491.97253749185,silver,29274.22928,0
14607,41,F,1.0,93,79126,1,1,Own,15030,1/25/2016,Monday,Local,9,1.0,83,Phone,1,3626.22,1,Compact,15000.0,red,8543.079085,0
24529,44,M,1.0,49,39093,1,0,Own,15015,5/11/2015,Monday,Local,0,0.0,73,Broker,0,891.76,6,Medium,36984.65849756383,black,20680.54085,0
21121,32,F,1.0,90,38092,1,0,Own,50025,6/6/2016,Monday,Local,30,0.0,16,Phone,0,0.0,1,Compact,15000.0,gray,6212.239184,0
8401,53,F,0.0,41,91924,0,0,Rent,80030,12/1/2015,Tuesday,Parking Lot,7,0.0,89,Broker,1,0.0,1,Compact,15000.0,other,47620.54218,1
22209,45,F,0.0,53,53156,0,1,Own,80109,6/12/2015,Friday,Local,8,0.0,1,Broker,1,0.0,3,Compact,55846.29611391236,black,25376.5972,1
4894,61,M,0.0,80,100727,1,0,Rent,15043,12/10/2016,Saturday,Highway,0,0.0,49,Phone,0,3740.21,1,Large,18235.52514550716,silver,23797.3207,1
8721,36,F,0.0,63,52135,1,1,Own,20129,6/2/2016,Thursday,Highway,14,1.0,100,Broker,0,0.0,1,Large,15000.0,other,11507.40282,0
28067,48,M,0.0,69,43785,1,1,Own,50006,8/3/2015,Monday,Parking Lot,0,0.0,13,Broker,0,2948.42,1,Compact,53192.68173151713,red,14984.31021,0
17107,50,F,1.0,77,49085,0,1,Own,80027,7/17/2015,Friday,Local,0,0.0,75,Online,1,7621.76,1,Medium,15000.0,gray,14496.33293,0
21561,39,F,0.0,71,33706,1,1,Own,15054,11/27/2016,Sunday,Parking Lot,2,0.0,98,Broker,1,3601.54,5,Compact,15000.0,silver,33086.69976,1
18245,42,F,0.0,78,68388,0,1,Rent,80042,9/28/2015,Monday,Local,0,1.0,84,Phone,1,2741.42,1,Medium,51162.757073414745,gray,35719.113880000004,0
27653,44,F,1.0,56,67113,1,0,Own,15001,2/23/2015,Monday,Parking Lot,7,0.0,35,Broker,1,0.0,13,Medium,15000.0,black,11192.46153,0
29341,60,M,0.0,77,53866,0,0,Own,20110,1/13/2016,Wednesday,Local,0,1.0,33,Broker,1,0.0,1,Medium,15184.329187575451,red,3774.99252,0
8499,27,F,1.0,80,98564,1,0,Rent,85006,2/2/2015,Monday,Parking Lot,0,0.0,50,Online,1,0.0,10,Large,15000.0,other,31938.022610000004,0
18628,40,M,1.0,70,71436,0,1,Own,85027,12/4/2016,Sunday,Local,2,1.0,88,Broker,0,0.0,9,Large,48764.14896300075,silver,29247.11829,0
18377,38,F,1.0,78,65614,1,0,Own,50037,10/23/2016,Sunday,Local,1,1.0,30,Broker,1,3228.09,5,Medium,22445.867608476583,gray,14366.84089,0
19160,61,M,0.0,78,121378,0,1,Own,15012,11/29/2016,Tuesday,Parking Lot,0,0.0,0,Broker,1,3160.04,3,Medium,27431.40947404293,black,26461.68301,0
26523,37,M,1.0,89,114573,1,0,Own,80106,6/15/2016,Wednesday,Parking Lot,5,1.0,2,Broker,1,2592.09,8,Compact,15000.0,white,15361.19649,0
16588,21,M,1.0,22,103516,0,1,Own,20120,2/12/2015,Thursday,Local,4,0.0,37,Online,1,5429.64,2,Medium,15000.0,white,50658.95891,0
23046,40,M,1.0,81,63502,1,1,Own,80027,12/17/2015,Thursday,Parking Lot,0,0.0,3,Broker,0,7478.78,1,Compact,93620.01525721874,red,15510.87739,0
22598,31,F,0.0,94,63774,0,1,Rent,15010,1/9/2015,Friday,Local,0,0.0,52,Broker,1,0.0,1,Large,15000.0,red,31296.56984,1
6118,30,M,1.0,87,94246,0,0,Rent,50001,10/27/2015,Tuesday,Highway,7,0.0,50,Broker,1,0.0,1,Compact,15000.0,gray,21948.84305,0
19844,47,M,1.0,81,124237,1,1,Rent,20106,10/13/2015,Tuesday,Local,0,0.0,72,Broker,0,0.0,6,Compact,15000.0,white,10121.1818,1
12717,46,F,1.0,86,122269,1,1,Own,85039,12/22/2015,Tuesday,Parking Lot,3,0.0,50,Phone,1,1669.27,1,Medium,15000.0,white,16536.69411,0
6568,28,M,1.0,75,108090,1,0,Rent,80016,10/21/2016,Friday,Highway,3,0.0,2,Online,1,3228.25,1,Compact,33942.341936171644,gray,11740.76667,0
5671,31,M,1.0,70,123603,1,1,Own,15059,11/13/2015,Friday,Parking Lot,0,0.0,49,Broker,1,0.0,1,Large,34103.50721816239,white,26411.77138,0
26623,46,M,1.0,87,91866,0,0,Own,15054,3/16/2016,Wednesday,Parking Lot,3,0.0,56,Broker,1,0.0,1,Medium,18793.83246758141,black,41884.10677,0
8950,53,F,0.0,93,50473,1,0,Own,85061,1/7/2016,Thursday,Local,0,1.0,74,Phone,1,0.0,1,Compact,41956.87024765056,red,9790.569701,0
13331,25,M,1.0,72,69455,1,0,Rent,85071,12/8/2015,Tuesday,Highway,0,0.0,50,Online,0,0.0,1,Compact,46790.02586864888,red,14657.46685,0
575,41,M,1.0,79,84528,1,1,Own,50022,4/22/2015,Wednesday,Highway,4,0.0,95,Online,1,6637.01,2,Medium,69733.89692080903,other,7533.248409000001,0
26783,22,F,1.0,89,106812,0,0,Rent,80012,7/25/2015,Saturday,Local,2,0.0,50,Online,1,4287.82,1,Compact,71319.61184837339,blue,39054.38964,0
27427,40,M,1.0,55,31833,1,0,Own,20109,9/15/2015,Tuesday,Parking Lot,0,0.0,1,Phone,0,135.58,1,Medium,15000.0,white,18503.35241,0
26841,64,M,1.0,75,88252,1,0,Own,80031,12/2/2016,Friday,Parking Lot,1,0.0,98,Phone,1,1069.21,7,Compact,15000.0,other,29235.592060000003,0
15124,40,M,1.0,78,52696,0,0,Rent,50021,4/9/2016,Saturday,Local,13,0.0,100,Broker,1,0.0,1,Large,15000.0,other,13335.33382,1
16699,29,M,0.0,61,40163,1,1,Rent,80007,10/2/2016,Sunday,Local,4,0.0,0,Online,1,0.0,1,Medium,37835.722266198696,black,23084.84291,0
20010,26,F,1.0,23,51100,1,1,Rent,15043,6/17/2015,Wednesday,Highway,0,0.0,75,Online,0,6516.3,5,Medium,15000.0,white,24613.89211,0
27642,31,M,1.0,75,92499,1,0,Own,50041,11/2/2016,Wednesday,Highway,0,1.0,16,Phone,1,0.0,1,Medium,15000.0,silver,29357.66408,1
28487,43,M,1.0,53,54947,1,0,Own,85044,1/9/2015,Friday,Parking Lot,9,0.0,50,Broker,1,0.0,8,Large,68657.82663684932,gray,10270.82219,0
8696,40,F,1.0,41,56120,1,1,Own,85077,5/9/2016,Monday,Parking Lot,20,0.0,48,Phone,0,0.0,1,Medium,15000.0,silver,18365.12854,1
10515,51,M,0.0,87,51912,1,1,Own,15038,6/10/2016,Friday,Parking Lot,5,0.0,50,Broker,1,9111.46,2,Large,17188.262552432087,red,19627.07335,0
24752,41,F,0.0,77,115839,1,1,Own,20139,9/30/2016,Friday,Highway,0,0.0,83,Broker,1,0.0,1,Large,15000.0,silver,16849.72226,0
17233,40,M,1.0,63,78634,0,0,Own,20104,3/22/2016,Tuesday,Highway,0,1.0,37,Phone,1,0.0,1,Compact,15000.0,silver,21532.07131,0
2249,53,M,0.0,93,36076,1,1,Own,50057,6/9/2016,Thursday,Local,4,0.0,3,Broker,0,0.0,2,Compact,15000.0,other,24473.91912,0
15959,49,F,1.0,62,86390,1,1,Rent,80019,1/10/2016,Sunday,Parking Lot,1,0.0,88,Broker,1,0.0,8,Medium,39025.127793987645,silver,15213.32035,0
5617,34,F,1.0,99,76324,0,1,Own,15053,3/27/2015,Friday,Parking Lot,7,1.0,95,Broker,1,5434.8,4,Compact,15000.0,blue,14868.37114,0
28425,48,M,0.0,81,69785,0,1,Own,50051,4/5/2016,Tuesday,Local,0,1.0,1,Broker,0,0.0,1,Large,28001.20433540133,black,28275.23224,0
13510,26,M,1.0,69,88378,1,1,Rent,15035,11/23/2015,Monday,Local,0,0.0,9,Online,1,0.0,1,Large,15000.0,red,36564.79147,0
20437,53,F,1.0,12,35911,1,1,Own,80014,4/12/2015,Sunday,Local,9,0.0,27,Phone,1,4279.25,5,Large,15000.0,gray,32320.32072,0
27507,43,F,0.0,86,57524,1,1,Own,80044,2/13/2015,Friday,Local,20,0.0,50,Broker,1,4492.94,1,Medium,15000.0,gray,26433.89509,0
14391,40,F,1.0,88,88161,1,1,Own,15007,8/3/2015,Monday,Local,6,0.0,77,Broker,1,0.0,1,Large,82975.7588308567,black,41416.85951,0
20461,51,F,0.0,62,113222,1,1,Own,15022,12/6/2015,Sunday,Highway,0,0.0,21,Broker,0,0.0,1,Compact,15000.0,white,23693.13739,0
998,48,M,0.0,79,87436,0,1,Rent,80038,3/16/2015,Monday,Parking Lot,1,1.0,50,Broker,0,5740.45,3,Compact,15000.0,red,15043.95119,0
20717,36,F,1.0,80,90655,0,0,Rent,80021,5/16/2015,Saturday,Parking Lot,1,0.0,45,Broker,0,0.0,15,Large,15000.0,gray,22494.05825,0
12927,57,M,1.0,69,92082,0,0,Rent,85064,3/16/2015,Monday,Parking Lot,0,1.0,98,Broker,0,1434.88,1,Medium,15000.0,other,17385.7896,0
11587,46,F,0.0,88,51519,0,1,Own,85003,6/21/2016,Tuesday,Highway,0,1.0,85,Broker,0,167.63,7,Medium,37415.29962334059,silver,19033.93891,0
16936,41,M,1.0,76,36844,1,0,Rent,80105,11/24/2015,Tuesday,Parking Lot,0,0.0,97,Broker,0,4987.87,1,Medium,17539.965138932785,black,30515.93757,0
26916,68,F,0.0,79,95073,0,1,Own,80024,8/2/2016,Tuesday,Local,4,0.0,25,Online,1,0.0,1,Large,15000.0,red,37811.6913,0
20757,65,M,1.0,44,106349,1,0,Rent,20140,8/16/2016,Tuesday,Local,1,1.0,88,Phone,1,0.0,1,Large,15000.0,gray,19153.05107,0
19882,39,F,0.0,90,120179,0,1,Own,85022,6/29/2015,Monday,Parking Lot,23,0.0,89,Phone,1,0.0,12,Large,23722.708797239826,other,18725.17956,0
17795,28,F,1.0,92,59197,1,1,Rent,80020,4/10/2016,Sunday,Local,0,0.0,54,Online,1,1978.66,1,Medium,60744.33784241786,silver,15741.84516,0
14573,40,F,1.0,78,56672,1,1,Rent,20153,10/11/2015,Sunday,Highway,0,1.0,50,Broker,1,988.7,3,Medium,43901.24196998149,white,27115.39782,0
8033,52,M,0.0,64,53442,1,0,Rent,50049,9/6/2015,Sunday,Local,5,0.0,82,Phone,0,4254.09,1,Large,17204.901493058136,silver,28628.232030000003,0
1408,33,M,1.0,90,79073,1,1,Rent,85020,8/7/2015,Friday,Local,0,0.0,84,Broker,0,302.58,8,Compact,21801.41095749788,red,14121.98956,0
27522,44,F,0.0,69,79460,1,0,Rent,85077,3/11/2016,Friday,Local,11,0.0,53,Broker,1,2693.61,1,Large,15000.0,other,6328.316261999999,1
26461,34,F,1.0,70,69635,1,0,Own,80047,4/15/2016,Friday,Parking Lot,0,0.0,94,Broker,1,573.4,1,Large,15000.0,other,32475.40818,0
14022,50,M,1.0,87,75094,1,1,Own,20141,3/31/2016,Thursday,Highway,0,0.0,85,Phone,1,2745.06,5,Compact,15000.0,other,19594.04858,0
14255,46,F,1.0,69,35505,1,1,Own,80014,6/23/2016,Thursday,Local,0,0.0,50,Phone,0,2309.32,1,Medium,15000.0,silver,16595.212359999998,0
13842,57,M,1.0,79,121928,0,0,Own,85070,12/21/2015,Monday,Parking Lot,4,0.0,12,Broker,0,1753.69,5,Compact,61819.33711434868,red,12386.91086,0
24461,45,M,1.0,74,44273,1,1,Rent,50025,5/21/2016,Saturday,Local,4,0.0,49,Broker,0,440.97,8,Medium,38478.45128576228,gray,27262.115210000004,0
11781,45,M,1.0,79,101869,0,0,Own,80020,6/7/2015,Sunday,Local,14,0.0,77,Broker,1,1458.32,1,Large,61662.19014309878,other,32489.27549,0
24330,34,M,1.0,70,107715,0,0,Own,80102,5/31/2015,Sunday,Highway,14,0.0,96,Broker,1,10145.16,10,Compact,48872.58678341615,white,25513.75797,1
694,48,F,1.0,70,39757,1,1,Own,15001,8/21/2016,Sunday,Local,11,0.0,99,Broker,1,4474.0,1,Large,15000.0,red,25089.32645,1
10726,51,F,0.0,47,109896,0,0,Own,20132,1/4/2015,Sunday,Local,0,0.0,70,Phone,1,0.0,1,Medium,26067.803258571832,black,8296.787233,0
21396,51,F,1.0,65,96840,0,1,Own,15020,5/14/2016,Saturday,Local,7,0.0,11,Phone,0,0.0,1,Compact,39758.383764419705,blue,24205.84434,0
3444,35,F,1.0,96,46138,0,1,Own,15001,3/21/2016,Monday,Local,3,1.0,50,Broker,1,0.0,1,Medium,44514.27860372914,silver,34997.94673,0
9175,37,F,0.0,90,109965,1,1,Own,50008,3/30/2016,Wednesday,Local,4,0.0,61,Online,0,4453.95,1,Compact,23473.2708687875,other,19720.5886,0
4176,51,M,1.0,55,62273,1,1,Rent,85031,5/2/2015,Saturday,Highway,0,0.0,93,Broker,1,5007.28,1,Compact,15000.0,red,9497.060829,1
20607,87,F,1.0,57,56170,0,1,Rent,80028,12/24/2015,Thursday,Parking Lot,3,0.0,42,Broker,0,6321.36,4,Compact,56324.93364300858,silver,34064.44307,0
13845,42,M,0.0,68,119104,1,1,Own,20116,7/22/2016,Friday,Local,0,0.0,6,Broker,1,5382.53,1,Compact,15000.0,other,26558.46494,0
10459,50,M,0.0,73,81460,1,0,Own,80033,6/30/2015,Tuesday,Parking Lot,3,0.0,77,Broker,1,4448.04,1,Compact,15000.0,silver,30019.23087,0
25404,45,F,1.0,37,48532,1,0,Rent,20129,4/12/2015,Sunday,Parking Lot,0,0.0,49,Broker,0,2001.09,1,Medium,15000.0,silver,26102.83977,1
